year,province,gdp,per_gdp,fgdp,sgdp,tgdp,industry_add,architecture_add,bank_add
2002,北京,4315.0,30840.0,82.44,1249.99,2982.57,1021.16,228.83,561.91
2002,吉林,2348.54,8714.0,446.17,943.49,958.88,803.53,139.96,75.45
2002,四川,4725.01,5890.0,1047.95,1733.38,1943.68,1372.64,360.74,183.13
2002,天津,2150.76,21387.0,84.21,1069.08,997.47,968.44,100.64,76.86
2002,宁夏,377.16,6647.0,52.95,153.06,171.14,120.54,32.52,21.45
2002,安徽,3519.72,5736.0,783.66,1337.04,1399.02,1115.09,221.95,81.85
2002,山东,10275.5,11340.0,1390.0,5184.98,3700.52,4518.87,666.11,310.07
2002,山西,2324.8,7082.0,197.8,1134.31,992.69,991.44,142.87,124.1
2002,广东,13502.42,15361.0,1015.08,6143.4,6343.94,5548.41,594.99,454.65
2002,广西,2523.73,5558.0,601.99,846.89,1074.85,699.15,147.74,35.86
2002,新疆,1612.65,8457.0,305.0,603.15,704.5,463.59,139.56,52.18
2002,江苏,10606.85,14396.0,1110.44,5604.49,3891.92,4880.09,724.4,368.86
2002,江西,2450.48,5829.0,535.98,941.77,972.73,702.42,239.35,76.51
2002,河北,6018.28,8960.0,956.84,2911.69,2149.75,2580.89,330.8,179.6
2002,河南,6035.48,6487.0,1288.36,2768.75,1978.37,2412.18,356.57,158.77
2002,浙江,8003.67,16978.0,685.2,4090.48,3227.99,3640.84,449.64,347.53
2002,海南,642.73,7781.0,222.89,148.88,270.96,111.42,37.46,10.08
2002,湖北,4212.82,7437.0,707.0,1709.89,1795.93,1473.0,236.89,96.95
2002,湖南,4151.54,6734.0,847.25,1523.5,1780.79,1265.72,257.78,92.43
2002,甘肃,1232.03,4768.0,215.51,501.69,514.83,389.38,112.31,42.08
2002,福建,4467.55,12938.0,664.78,2036.97,1765.8,1808.95,228.02,138.28
2002,西藏,162.04,6117.0,39.75,32.72,89.56,11.65,21.07,2.81
2002,贵州,1243.43,3257.0,281.1,481.96,480.37,395.45,86.51,41.45
2002,辽宁,5458.22,13000.0,590.2,2609.85,2258.17,2331.95,277.9,137.18
2002,重庆,2232.86,7052.0,317.87,958.87,956.12,787.94,170.93,134.52
2002,陕西,2253.39,6145.0,282.21,1007.56,963.62,819.51,188.05,67.3
2002,青海,340.65,6478.0,47.31,144.51,148.83,97.48,47.03,16.75
2002,黑龙,3637.2,9541.0,474.2,1843.6,1319.4,1650.8,192.8,31.6
2003,上海,6694.23,39128.0,81.02,3209.02,3404.19,2941.24,267.78,517.97
2003,云南,2556.02,5871.0,494.6,1047.66,1013.76,882.08,165.58,105.48
2003,内蒙,2388.38,10039.0,420.1,967.49,1000.79,773.5,193.99,55.89
2003,北京,5007.21,34892.0,84.11,1487.15,3435.95,1224.48,262.67,635.56
2003,吉林,2662.08,9854.0,488.23,1098.37,1075.48,930.74,167.63,73.15
2003,四川,5333.09,6623.0,1128.61,2014.8,2189.68,1604.49,410.31,206.24
2003,天津,2578.03,25544.0,89.91,1337.31,1150.81,1217.88,119.43,112.79
2003,宁夏,445.36,7734.0,55.63,194.27,195.46,151.22,43.05,24.8
2003,安徽,3923.11,6375.0,749.4,1535.29,1638.42,1255.8,279.49,87.45
2003,山东,12078.15,13268.0,1480.67,6485.05,4112.43,5706.71,778.34,329.71
2003,山西,2855.23,8642.0,215.19,1463.38,1176.65,1291.94,171.44,118.48
2003,广东,15844.64,17795.0,1072.91,7592.78,7178.94,6886.97,705.81,534.28
2003,广西,2821.11,6169.0,658.78,984.08,1178.25,813.79,170.29,61.59
2003,新疆,1886.35,9828.0,412.9,719.54,753.91,563.57,155.97,64.92
2003,江苏,12442.87,16830.0,1162.45,6787.11,4493.31,6004.65,782.46,392.11
2003,江西,2807.41,6624.0,560.0,1204.33,1043.08,863.31,341.02,64.31
2003,河北,6921.29,10251.0,1064.05,3417.56,2439.68,3009.92,407.64,199.87
2003,河南,6867.7,7376.0,1198.7,3310.14,2358.86,2876.93,433.21,165.11
2003,浙江,9705.02,20444.0,717.85,5096.38,3890.79,4462.97,633.41,451.54
2003,海南,713.96,8592.0,244.29,175.82,293.85,132.26,43.56,10.68
2003,湖北,4757.45,8378.0,798.35,1956.02,2003.08,1682.16,273.86,107.31
2003,湖南,4659.99,7589.0,886.47,1777.74,1995.78,1484.98,292.76,99.35
2003,甘肃,1399.83,5429.0,237.91,572.02,589.91,448.23,123.78,42.31
2003,福建,4983.67,14333.0,692.94,2340.82,1949.91,2061.31,279.51,150.09
2003,西藏,185.09,6893.0,40.7,47.64,96.76,13.82,33.82,4.74
2003,贵州,1426.34,3701.0,298.69,569.37,558.28,473.38,95.99,48.01
2003,辽宁,6002.54,14270.0,615.8,2898.89,2487.85,2556.82,342.07,145.38
2003,重庆,2555.72,8091.0,339.06,1135.31,1081.35,933.75,201.56,147.04
2003,陕西,2587.72,7028.0,302.66,1221.17,1063.89,1006.92,214.25,77.87
2003,青海,390.2,7346.0,48.47,171.92,169.81,117.18,54.74,17.98
2003,黑龙,4057.4,10638.0,504.8,2084.7,1467.9,1874.8,209.9,32.2
2004,上海,8072.83,46338.0,83.45,3892.12,4097.26,3593.25,298.87,612.45
