year,province,dev_cnt,dev_domestic,dev_nation,dev_collectivity,dev_HMT,dev_foreign,total_investment,complete_investment,year_complete_investment,building_investment,equip_investment,other_investment,roadwork_area,complete_area,complete_rate,complete_price,complete_cost
2008,新疆,1130.0,1122.0,32.0,1.0,5.0,3.0,548.3,376.71,228.63,185.48,1.53,41.61,2639.1,1049.3,39.8,136.81,1304.0
2008,江苏,7005.0,6324.0,222.0,127.0,388.0,293.0,14981.91,8779.33,3304.56,2247.68,34.66,1022.22,28963.3,8265.5,28.5,1551.84,1877.0
2008,江西,2410.0,2247.0,155.0,29.0,118.0,45.0,2233.03,1374.75,547.66,439.04,4.93,103.7,6344.7,1586.7,25.0,203.79,1284.0
2008,河北,2564.0,2499.0,55.0,6.0,39.0,26.0,3199.08,1941.9,1084.44,799.65,17.0,267.79,8958.1,1663.6,18.6,316.6,1903.0
2008,河南,4146.0,4000.0,134.0,32.0,66.0,80.0,4670.26,2340.97,1206.71,933.61,12.08,261.02,13906.2,3026.0,21.8,403.95,1335.0
2008,浙江,5600.0,5289.0,163.0,67.0,162.0,149.0,9372.4,6300.25,2023.12,1199.52,24.48,799.12,19273.3,4458.3,23.1,950.76,2133.0
2008,海南,1563.0,1437.0,67.0,27.0,86.0,40.0,1027.46,453.77,199.45,151.6,4.3,43.54,1500.1,308.8,20.6,72.83,2358.0
2008,湖北,3410.0,3245.0,166.0,53.0,109.0,56.0,3974.82,2349.79,892.67,668.18,11.92,212.57,7800.5,2057.9,26.4,415.01,2017.0
2008,湖南,3596.0,3423.0,189.0,33.0,112.0,61.0,4744.2,2466.38,955.92,683.57,16.59,255.75,10715.5,2393.8,22.3,320.94,1341.0
2008,甘肃,1058.0,1031.0,57.0,28.0,17.0,10.0,822.93,458.84,185.81,141.91,2.36,41.54,2310.3,546.5,23.7,71.21,1303.0
2008,福建,3268.0,2540.0,221.0,58.0,529.0,199.0,5346.48,3345.61,1129.09,747.41,7.91,373.78,11459.7,1906.2,16.6,293.17,1538.0
2008,西藏,53.0,53.0,7.0,,,,32.8,24.23,13.74,11.83,0.29,1.62,144.6,54.6,37.7,12.01,2201.0
2008,贵州,1998.0,1950.0,85.0,24.0,32.0,16.0,1662.27,855.74,311.26,220.74,3.66,86.85,5228.9,720.7,13.8,86.27,1197.0
2008,辽宁,4841.0,4326.0,131.0,47.0,254.0,261.0,7540.71,4209.76,2060.8,1570.59,35.15,455.05,14904.6,3826.1,25.7,639.94,1673.0
2008,重庆,2280.0,2157.0,85.0,10.0,78.0,45.0,5530.78,2888.72,991.0,665.84,12.93,312.22,11639.27,2367.94,20.3,402.32,1699.0
2008,陕西,1366.0,1329.0,111.0,18.0,21.0,16.0,3066.06,1688.23,762.23,596.83,11.56,153.84,5780.1,875.7,15.2,159.0,1816.0
2008,青海,370.0,356.0,13.0,1.0,10.0,4.0,211.79,129.1,51.19,41.26,0.23,9.7,698.2,225.3,32.3,35.95,1596.0
2008,黑龙,1589.0,1547.0,102.0,11.0,23.0,19.0,1126.6,743.47,439.86,304.15,5.72,129.99,3611.1,1404.7,38.9,167.91,1195.0
2009,上海,3306.0,2834.0,390.0,199.0,296.0,176.0,9721.17,6642.47,1462.07,1032.72,22.48,406.87,9949.45,2104.98,21.2,705.8,3353.0
2009,云南,2121.0,2080.0,83.0,12.0,35.0,6.0,3024.76,1675.9,737.46,529.8,6.99,200.66,6837.9,1680.6,24.6,321.71,1914.0
2009,内蒙,1893.0,1883.0,32.0,4.0,6.0,4.0,2267.49,1474.34,815.46,658.77,9.8,146.89,8288.4,2314.8,27.9,408.36,1764.0
2009,北京,3172.0,2874.0,107.0,23.0,174.0,124.0,17483.0,9675.75,2337.71,841.55,45.72,1450.44,9719.08,2678.55,27.6,644.58,2406.0
2009,吉林,1370.0,1333.0,27.0,7.0,25.0,12.0,1781.99,1142.94,756.67,617.92,3.66,135.09,5369.4,1469.6,27.4,211.92,1442.0
2009,四川,3769.0,3625.0,132.0,35.0,74.0,70.0,7094.31,4623.46,1588.37,1166.63,18.73,403.01,17731.3,4279.5,24.1,685.23,1601.0
2009,天津,1178.0,1070.0,258.0,20.0,53.0,55.0,3995.2,2610.86,735.18,485.22,5.38,244.58,6052.16,1902.06,31.4,520.0,2734.0
2009,宁夏,321.0,319.0,3.0,2.0,,2.0,421.08,251.54,162.74,138.57,0.57,23.6,1952.0,741.2,38.0,103.21,1392.0
2009,安徽,3097.0,2966.0,125.0,28.0,74.0,57.0,6454.32,4040.04,1669.83,1225.07,25.66,419.09,14165.5,2861.2,20.2,555.19,1940.0
2009,山东,5483.0,5218.0,232.0,146.0,154.0,111.0,9450.97,5525.94,2428.73,1835.32,28.53,564.88,22125.2,5015.9,22.7,1019.87,2033.0
2009,山西,1899.0,1873.0,122.0,25.0,20.0,6.0,1848.85,987.91,477.27,365.72,4.17,107.38,5486.7,861.1,15.7,160.54,1864.0
2009,广东,6079.0,5107.0,271.0,339.0,737.0,235.0,16840.38,10241.73,2961.32,2165.06,39.45,756.81,24814.7,5062.2,20.4,1321.53,2611.0
2009,广西,3015.0,2832.0,176.0,47.0,106.0,77.0,3828.9,2040.52,813.68,583.38,9.2,221.11,8346.1,1441.6,17.3,204.63,1419.0
2009,新疆,1159.0,1151.0,29.0,1.0,5.0,3.0,713.79,452.31,235.88,199.29,1.79,34.8,3064.4,1032.7,33.7,153.05,1482.0
2009,江苏,5809.0,5215.0,202.0,105.0,335.0,259.0,16758.13,10065.64,3338.5,2472.52,34.14,831.84,29953.9,8442.8,28.2,1926.17,2281.0
2009,江西,2050.0,1899.0,139.0,21.0,108.0,43.0,2471.78,1679.16,634.52,514.34,7.36,112.82,6755.6,1646.8,24.4,234.67,1425.0
2009,河北,2710.0,2642.0,56.0,5.0,37.0,31.0,4385.01,2505.07,1520.04,1161.29,17.13,341.62,12753.0,2211.7,17.3,464.23,2099.0
2009,河南,3798.0,3661.0,130.0,37.0,67.0,70.0,5263.58,2956.55,1553.76,1247.85,17.02,288.89,16071.5,3401.0,21.2,434.3,1277.0
2009,浙江,5335.0,5052.0,162.0,54.0,155.0,128.0,10114.83,6653.03,2254.27,1328.28,25.36,900.63,19932.7,3843.8,19.3,853.54,2221.0
2009,海南,405.0,369.0,13.0,2.0,23.0,13.0,1113.96,654.03,287.96,240.12,5.58,42.27,1989.9,431.6,21.7,112.2,2600.0
2009,湖北,3460.0,3299.0,175.0,48.0,109.0,52.0,5124.61,2900.23,1200.44,828.62,18.51,353.31,9546.5,2312.1,24.2,540.22,2336.0
2009,湖南,3227.0,3056.0,170.0,32.0,103.0,68.0,5261.86,2712.91,1084.58,823.75,20.41,240.42,13727.7,2965.2,21.6,545.52,1840.0
2009,甘肃,1110.0,1083.0,57.0,31.0,16.0,11.0,961.99,495.87,204.14,151.82,1.08,51.24,2536.3,540.6,21.3,87.53,1619.0
2009,福建,3316.0,2594.0,223.0,51.0,527.0,195.0,6894.11,3769.85,1136.35,731.42,7.08,397.84,11668.2,2240.3,19.2,358.53,1600.0
2009,西藏,53.0,53.0,10.0,,,,36.18,30.19,15.75,13.56,0.46,1.73,140.6,46.0,32.7,8.37,1821.0
2009,贵州,1840.0,1792.0,73.0,21.0,31.0,17.0,2049.65,1026.49,371.25,282.53,4.32,84.4,6101.0,1223.5,20.1,182.3,1490.0
2009,辽宁,3920.0,3491.0,114.0,30.0,226.0,203.0,9185.96,5556.42,2640.56,2084.88,35.85,519.83,18579.1,4031.7,21.7,752.49,1866.0
2009,重庆,2359.0,2235.0,124.0,10.0,84.0,40.0,6681.3,3636.17,1238.91,833.03,15.1,390.79,13052.6,2907.05,22.3,613.71,2111.0
2009,陕西,1194.0,1165.0,85.0,18.0,18.0,11.0,4285.26,2114.35,941.63,801.53,15.97,124.13,8235.6,917.0,11.1,224.01,2443.0
2009,青海,383.0,369.0,14.0,1.0,10.0,4.0,317.45,141.7,72.85,51.5,0.25,21.1,900.4,182.0,20.2,28.56,1569.0
2009,黑龙,1576.0,1534.0,101.0,7.0,25.0,17.0,1516.29,1045.13,563.92,427.25,6.39,130.28,4521.3,1888.3,41.8,307.42,1628.0
2010,上海,3247.0,2773.0,316.0,91.0,305.0,169.0,12818.48,8530.33,1980.68,1304.49,22.04,654.15,11295.03,1941.25,17.2,779.93,4018.0
2010,云南,2344.0,2303.0,83.0,11.0,36.0,5.0,3795.58,2262.83,900.44,672.91,10.12,217.41,8785.0,1536.0,17.5,330.24,2150.0
2010,内蒙,2119.0,2109.0,27.0,4.0,6.0,4.0,3409.5,2092.96,1119.99,934.89,7.03,178.07,11535.3,2297.7,19.9,442.45,1926.0
2010,北京,3173.0,2888.0,83.0,23.0,174.0,111.0,17140.64,11136.25,2901.07,910.85,46.28,1943.94,10300.86,2386.71,23.2,575.59,2412.0
2010,吉林,1352.0,1319.0,25.0,6.0,23.0,10.0,2801.64,1767.27,921.01,743.42,1.42,176.18,7069.5,2030.5,28.7,340.22,1676.0
2010,四川,3915.0,3762.0,131.0,34.0,79.0,74.0,9739.66,6045.85,2194.63,1593.17,17.94,583.52,21158.5,3966.8,18.7,742.46,1872.0
2010,天津,1279.0,1169.0,270.0,19.0,58.0,52.0,5687.35,3287.38,866.64,578.02,3.48,285.14,7160.84,2098.55,29.3,670.67,3196.0
2010,宁夏,360.0,357.0,1.0,2.0,,3.0,867.71,447.88,254.37,220.8,1.03,32.54,2940.5,936.9,31.9,175.51,1873.0
2010,安徽,3281.0,3149.0,130.0,23.0,78.0,54.0,8956.29,5908.6,2251.8,1561.02,24.97,665.81,17620.0,3026.7,17.2,679.22,2244.0
2010,山东,5798.0,5536.0,240.0,161.0,157.0,105.0,13756.2,7947.6,3249.37,2345.06,32.76,871.55,28081.2,5074.3,18.1,1077.58,2124.0
2010,山西,1990.0,1968.0,117.0,21.0,16.0,6.0,2459.7,1434.71,592.24,446.72,4.73,140.79,7599.8,1203.7,15.8,208.1,1729.0
2010,广东,6527.0,5567.0,261.0,327.0,737.0,223.0,21757.06,12925.08,3659.69,2582.99,40.34,1036.36,29301.4,5659.1,19.3,1587.46,2805.0
2010,广西,3212.0,3035.0,159.0,42.0,99.0,78.0,5253.28,3016.16,1206.22,921.48,12.42,272.31,12048.7,1564.3,13.0,230.69,1475.0
2010,新疆,1233.0,1227.0,24.0,1.0,4.0,2.0,1014.09,650.23,347.72,290.42,5.18,52.12,3980.8,1012.9,25.4,147.71,1458.0
2010,江苏,6070.0,5450.0,227.0,103.0,352.0,268.0,21924.85,12808.76,4299.38,2897.21,41.09,1361.09,35106.9,8696.3,24.8,2307.27,2653.0
2010,江西,2141.0,1989.0,132.0,20.0,109.0,43.0,3297.92,2204.83,706.82,534.29,13.52,159.01,7229.9,1817.7,25.1,301.12,1657.0
2010,河北,2997.0,2933.0,50.0,6.0,34.0,30.0,7617.69,4290.04,2264.94,1696.99,27.25,540.7,20700.0,3614.7,17.5,816.11,2258.0
2010,河南,4176.0,4039.0,120.0,35.0,70.0,67.0,8013.13,4371.74,2114.08,1657.06,25.34,431.68,20394.0,4426.9,21.7,630.25,1424.0
2010,浙江,5577.0,5279.0,162.0,52.0,163.0,135.0,13296.39,8420.28,3025.43,1643.46,30.28,1351.68,23781.9,4115.8,17.3,1068.33,2596.0
2010,海南,545.0,504.0,23.0,2.0,27.0,14.0,1968.15,1132.38,467.87,373.54,19.53,74.79,2699.5,609.1,22.6,180.26,2959.0
2010,湖北,3558.0,3397.0,166.0,45.0,106.0,55.0,7185.16,3430.07,1618.24,1059.26,29.07,529.9,11589.4,2541.2,21.9,564.66,2222.0
2010,湖南,3437.0,3286.0,165.0,28.0,98.0,53.0,6829.88,3686.42,1469.07,1118.54,21.96,328.57,16801.9,3347.9,19.9,646.81,1932.0
2010,甘肃,1185.0,1158.0,60.0,24.0,16.0,11.0,1483.56,653.96,266.41,208.06,1.86,56.49,3130.4,598.7,19.1,109.45,1828.0
2010,福建,3634.0,2926.0,216.0,52.0,529.0,179.0,8649.46,5319.92,1818.86,931.62,9.39,877.85,14189.7,2242.5,15.8,415.32,1852.0
2010,西藏,61.0,61.0,9.0,1.0,,,49.3,26.56,8.96,6.59,0.19,2.19,75.3,12.2,16.2,2.71,2225.0
2010,贵州,1876.0,1832.0,78.0,16.0,29.0,15.0,2915.74,1482.38,556.69,388.67,7.52,160.49,7905.5,1048.0,13.3,169.01,1613.0
2010,辽宁,4181.0,3725.0,108.0,28.0,245.0,211.0,14469.21,8346.44,3465.76,2675.42,54.34,736.0,26831.1,4497.4,16.8,971.14,2159.0
2010,重庆,2391.0,2275.0,101.0,10.0,77.0,39.0,9184.45,5080.88,1620.26,1047.09,13.82,559.35,17138.5,2626.59,15.3,647.98,2467.0
2010,陕西,1274.0,1243.0,90.0,23.0,17.0,14.0,4705.4,2888.91,1159.47,949.89,24.19,185.39,9947.9,900.1,9.0,220.12,2446.0
2010,青海,395.0,382.0,14.0,1.0,10.0,3.0,434.75,217.92,108.19,96.3,0.08,11.81,1424.2,267.7,18.8,49.84,1862.0
2010,黑龙,1890.0,1848.0,97.0,9.0,23.0,19.0,2341.12,1434.82,843.12,675.29,8.89,158.95,7532.9,2645.8,35.1,454.53,1718.0
2011,上海,3300.0,2822.0,298.0,92.0,304.0,174.0,15168.61,10243.65,2253.83,1526.08,17.19,710.56,13033.17,2384.33,18.3,1143.52,4795.98
2011,云南,2675.0,2633.0,84.0,12.0,35.0,7.0,5443.3,3128.41,1280.13,1017.22,14.61,248.3,11010.43,1572.07,14.3,325.91,2073.15
2011,内蒙,2322.0,2315.0,29.0,4.0,4.0,3.0,5021.95,3016.32,1591.16,1332.29,13.88,244.99,15895.28,2519.38,15.8,510.91,2027.91
2011,北京,3068.0,2791.0,80.0,20.0,172.0,105.0,18561.28,11901.39,3036.31,1235.05,38.46,1762.79,12065.38,2245.24,18.6,629.99,2805.88
2011,吉林,1563.0,1532.0,22.0,5.0,23.0,8.0,4013.02,2568.5,1195.39,924.52,4.01,266.86,9123.41,1878.93,20.6,381.89,2032.47
2011,四川,4314.0,4158.0,130.0,30.0,84.0,72.0,11605.98,8256.71,2819.17,2180.8,24.55,613.81,27121.77,4232.53,15.6,910.47,2151.12
2011,天津,1247.0,1134.0,210.0,17.0,64.0,49.0,7992.68,4406.77,1080.25,807.39,10.08,262.78,9233.98,2102.8,22.8,663.07,3153.29
2011,宁夏,436.0,432.0,3.0,3.0,1.0,3.0,1345.37,680.38,336.23,291.31,1.49,43.43,4080.26,967.32,23.7,256.43,2650.91
2011,安徽,3209.0,3094.0,119.0,20.0,68.0,47.0,11695.45,7202.59,2611.54,1821.93,27.64,761.96,20785.8,3628.73,17.5,803.05,2213.03
2011,山东,5589.0,5353.0,222.0,124.0,149.0,87.0,18200.63,10694.84,4106.75,3226.92,36.61,843.23,36339.49,6356.76,17.5,1348.32,2121.08
2011,山西,2156.0,2133.0,105.0,17.0,17.0,6.0,3195.85,1978.95,790.2,636.49,5.5,148.2,9307.96,2110.43,22.7,391.88,1856.88
2011,广东,6219.0,5337.0,219.0,256.0,677.0,205.0,26860.98,16258.05,4809.91,3441.91,46.65,1321.35,36137.07,6140.56,17.0,1780.19,2899.06
2011,广西,3154.0,2993.0,141.0,32.0,93.0,68.0,6884.95,4280.26,1517.47,1124.76,18.21,374.5,14264.02,2303.35,16.1,393.12,1706.73
2011,新疆,1421.0,1415.0,24.0,1.0,4.0,2.0,1606.15,1005.29,516.39,430.91,5.32,80.16,5481.44,1270.48,23.2,207.34,1631.95
2011,江苏,6404.0,5780.0,236.0,97.0,361.0,263.0,26999.85,16324.48,5567.94,3748.6,175.32,1644.02,40500.27,8448.24,20.9,2242.01,2653.82
2011,江西,2099.0,1984.0,109.0,12.0,86.0,29.0,4168.01,2627.18,867.03,644.99,8.51,213.53,8461.38,1906.06,22.5,348.36,1827.64
2011,河北,3226.0,3159.0,45.0,5.0,39.0,28.0,11197.17,6144.66,3054.59,2401.95,42.17,610.46,26670.81,5180.51,19.4,1282.08,2474.82
2011,河南,4963.0,4824.0,124.0,34.0,75.0,64.0,11064.46,6250.33,2626.54,2118.25,24.32,483.97,25343.32,5527.42,21.8,923.85,1671.4
2011,浙江,6080.0,5775.0,164.0,49.0,181.0,124.0,19049.02,11562.55,4137.25,2325.87,32.74,1778.65,29927.39,4528.59,15.1,1251.92,2764.49
2011,海南,859.0,796.0,43.0,1.0,45.0,18.0,3470.68,1763.39,650.78,527.47,10.05,113.27,3609.77,449.25,12.4,145.39,3236.33
2011,湖北,3648.0,3504.0,170.0,40.0,100.0,44.0,9041.97,5264.37,2066.48,1407.17,36.29,623.02,13922.07,3221.05,23.1,805.82,2501.72
2011,湖南,3524.0,3390.0,148.0,26.0,94.0,40.0,9529.37,5104.85,1943.82,1416.18,31.57,496.07,20341.84,4146.31,20.4,869.57,2097.21
2011,甘肃,1284.0,1261.0,57.0,24.0,14.0,9.0,1591.8,827.87,366.97,290.38,1.95,74.64,4099.43,743.77,18.1,158.4,2129.66
2011,福建,3576.0,2950.0,200.0,43.0,486.0,140.0,11838.41,7160.93,2406.34,1458.11,9.23,939.0,18937.98,2651.71,14.0,533.83,2013.17
2011,西藏,49.0,49.0,8.0,1.0,,,53.21,30.61,5.13,4.32,0.11,0.7,48.73,21.69,44.5,5.32,2451.66
2011,贵州,1946.0,1902.0,77.0,9.0,33.0,11.0,3777.93,2203.05,873.48,707.87,11.72,153.89,10260.58,1455.24,14.2,262.71,1805.26
2011,辽宁,3648.0,3249.0,75.0,15.0,243.0,156.0,18410.74,11320.56,4487.56,3606.74,119.95,760.86,34364.26,6322.78,18.4,1517.64,2400.28
2011,重庆,2453.0,2341.0,99.0,7.0,70.0,42.0,11518.48,6663.14,2015.09,1409.3,17.95,587.84,20397.24,3424.33,16.8,923.78,2697.7
2011,陕西,1430.0,1399.0,87.0,20.0,14.0,17.0,6029.27,3565.25,1410.9,1212.74,18.83,179.33,12221.95,1128.26,9.2,295.96,2623.2
2011,青海,400.0,393.0,11.0,1.0,4.0,3.0,605.41,343.35,144.69,121.78,0.4,22.52,1666.05,520.46,31.2,126.84,2437.12
2011,黑龙,2157.0,2113.0,88.0,6.0,25.0,19.0,4059.83,2153.67,1227.57,1006.04,10.67,210.86,12122.94,3231.34,26.7,536.33,1659.76
2012,上海,3132.0,2663.0,288.0,80.0,295.0,174.0,17703.63,12244.23,2381.36,1701.78,14.58,665.0,13249.97,2305.06,17.4,1060.07,4598.9
2012,云南,2707.0,2664.0,94.0,10.0,34.0,9.0,7693.86,4103.25,1782.14,1352.75,17.86,411.52,14362.0,1851.57,12.9,417.4,2254.28
2012,内蒙,2250.0,2243.0,33.0,2.0,4.0,3.0,6355.9,3675.55,1291.44,1044.78,19.72,226.94,16507.4,2449.13,14.8,525.13,2144.15
2012,北京,2981.0,2709.0,73.0,20.0,164.0,108.0,20749.06,14048.98,3153.44,1383.06,65.68,1704.7,13122.49,2390.86,18.2,736.77,3081.62
2012,吉林,1709.0,1679.0,21.0,4.0,21.0,9.0,5287.99,3200.87,1310.03,990.23,10.73,309.07,10935.8,1927.87,17.6,385.95,2001.96
2012,四川,4221.0,4059.0,121.0,22.0,87.0,75.0,13368.92,9869.51,3266.4,2503.18,55.41,707.8,29865.5,5866.58,19.6,1318.27,2247.09
2012,天津,1322.0,1208.0,222.0,18.0,63.0,51.0,10183.82,5453.82,1260.0,882.02,9.03,368.94,9864.22,2542.75,25.8,644.09,2533.05
2012,宁夏,480.0,476.0,3.0,4.0,1.0,3.0,2010.18,1067.16,429.15,356.39,2.67,70.09,5033.26,1151.97,22.9,259.64,2253.84
2012,安徽,3402.0,3300.0,120.0,17.0,62.0,40.0,15455.24,9509.16,3151.61,2387.01,39.59,725.01,24836.06,3965.39,16.0,955.32,2409.15
2012,山东,5841.0,5608.0,223.0,119.0,148.0,85.0,23453.16,13936.97,4708.31,3551.54,52.52,1104.25,42958.91,7324.97,17.1,1568.11,2140.77
2012,山西,2221.0,2201.0,99.0,16.0,13.0,7.0,4560.96,2691.89,1010.45,808.96,12.35,189.15,11714.28,1732.99,14.8,399.24,2303.75
2012,广东,6492.0,5601.0,213.0,228.0,685.0,206.0,31182.22,20253.26,5352.79,3821.1,48.28,1483.4,39296.27,6356.12,16.2,2079.84,3272.19
2012,广西,2934.0,2793.0,119.0,26.0,85.0,56.0,8293.07,5311.15,1554.94,1155.01,19.81,380.11,15018.46,2333.58,15.5,490.35,2101.28
2012,新疆,1509.0,1502.0,28.0,1.0,4.0,3.0,2492.61,1418.32,606.09,517.74,8.93,79.42,6896.55,1736.17,25.2,367.19,2114.93
2012,江苏,6357.0,5763.0,236.0,73.0,364.0,230.0,34092.32,20955.54,6206.1,4402.07,140.42,1663.61,45097.54,9848.4,21.8,2746.91,2789.19
2012,江西,2005.0,1901.0,96.0,14.0,79.0,25.0,4872.55,3193.95,969.62,777.33,11.91,180.37,9465.63,1747.48,18.5,369.78,2116.07
2012,河北,3178.0,3116.0,40.0,5.0,37.0,25.0,12691.26,7748.59,3086.52,2501.54,58.63,526.36,27577.83,4894.56,17.7,1132.49,2313.76
2012,河南,5316.0,5188.0,127.0,33.0,85.0,43.0,13665.95,7512.98,3035.29,2397.41,44.27,593.61,29559.36,5870.54,19.9,1059.08,1804.06
2012,浙江,6221.0,5917.0,165.0,45.0,184.0,120.0,23184.89,15151.48,5226.27,2744.77,41.58,2439.92,33422.97,4292.94,12.8,1242.87,2895.15
2012,海南,971.0,895.0,48.0,1.0,54.0,22.0,5110.41,2655.02,886.64,691.52,21.36,173.76,5109.49,856.41,16.8,362.02,4227.17
2012,湖北,3785.0,3660.0,165.0,32.0,90.0,35.0,10777.71,7069.42,2539.46,1902.65,56.16,580.65,16819.71,3273.71,19.5,876.31,2676.8
2012,湖南,3564.0,3435.0,138.0,23.0,91.0,38.0,11372.59,6632.5,2210.52,1669.93,34.75,505.84,21356.89,4457.97,20.9,1024.85,2298.92
2012,甘肃,1359.0,1336.0,57.0,23.0,15.0,8.0,2276.65,1247.11,561.02,464.69,6.68,89.65,5634.95,844.5,15.0,177.91,2106.64
2012,福建,3140.0,2644.0,170.0,35.0,386.0,110.0,14117.66,9316.19,2824.12,1925.9,23.31,874.91,21121.5,2232.78,10.6,506.62,2268.99
2012,西藏,45.0,45.0,7.0,1.0,,,55.44,33.56,6.87,6.51,0.18,0.19,47.33,9.23,19.5,3.76,4073.42
2012,贵州,2133.0,2091.0,76.0,8.0,32.0,10.0,6129.4,3563.03,1467.6,1121.58,19.28,326.73,13245.31,1416.77,10.7,278.44,1965.29
2012,辽宁,3961.0,3563.0,80.0,14.0,256.0,142.0,22729.23,14538.41,5455.82,4261.19,112.75,1081.88,38502.02,6438.15,16.7,1547.48,2403.61
2012,重庆,2552.0,2441.0,101.0,8.0,72.0,39.0,13424.13,8447.05,2508.35,1789.14,33.48,685.73,22009.03,3990.63,18.1,1121.76,2810.98
2012,陕西,1646.0,1612.0,103.0,18.0,15.0,19.0,9390.03,5128.9,1835.93,1522.4,23.93,289.61,15410.57,1653.94,10.7,429.56,2597.17
2012,青海,291.0,288.0,10.0,,2.0,1.0,969.09,486.76,189.68,138.53,1.14,50.01,1891.23,416.2,22.0,107.89,2592.31
2012,黑龙,2134.0,2094.0,78.0,4.0,23.0,17.0,5169.8,3180.91,1535.84,1263.54,12.41,259.9,13484.97,3245.73,24.1,641.54,1976.57
2013,上海,3045.0,2579.0,86.0,23.0,296.0,170.0,18088.73,12403.51,2819.59,1890.6,13.97,915.02,13516.58,2254.44,16.7,1052.76,4670.0
2013,云南,2736.0,2697.0,51.0,4.0,32.0,7.0,10063.39,5925.64,2488.33,1940.3,27.82,520.21,18260.72,2019.2,11.1,473.67,2346.0
2013,内蒙,2192.0,2184.0,16.0,1.0,4.0,4.0,7442.13,4443.26,1479.01,1206.73,19.9,252.37,18624.32,2638.24,14.2,629.53,2386.0
2013,北京,2957.0,2694.0,70.0,19.0,159.0,104.0,20668.85,14529.76,3483.4,1509.99,53.04,1920.37,13886.87,2666.35,19.2,781.26,2930.0
2013,吉林,1700.0,1670.0,6.0,1.0,21.0,9.0,5934.0,3916.69,1252.43,998.24,12.15,242.04,12181.28,2253.65,18.5,501.41,2225.0
2013,四川,3962.0,3829.0,56.0,14.0,70.0,63.0,15643.31,11580.46,3853.0,2924.38,79.43,849.19,32164.98,5108.86,15.9,1297.62,2540.0
2013,天津,1209.0,1103.0,85.0,12.0,54.0,52.0,12165.05,7047.92,1480.82,1066.86,13.32,400.64,10892.17,2805.37,25.8,749.05,2670.0
2013,宁夏,501.0,497.0,1.0,3.0,1.0,3.0,2631.39,1493.6,558.97,479.25,4.56,75.15,6043.23,1104.45,18.3,310.5,2811.0
2013,安徽,3418.0,3321.0,70.0,6.0,59.0,38.0,19840.91,12510.73,3946.23,3016.11,44.01,886.11,30235.2,5180.35,17.1,1341.82,2590.0
2013,山东,6113.0,5885.0,130.0,79.0,151.0,77.0,28400.75,17280.83,5444.53,4349.91,60.17,1034.45,50549.17,7508.52,14.9,1731.39,2306.0
2013,山西,2269.0,2254.0,73.0,10.0,9.0,6.0,5789.29,3669.46,1308.63,1112.28,14.36,181.99,14040.05,2284.82,16.3,498.46,2182.0
2013,广东,6581.0,5706.0,134.0,191.0,669.0,206.0,38206.81,24855.0,6489.59,4809.49,65.47,1614.63,46480.47,6273.3,13.5,2114.38,3370.0
2013,广西,2685.0,2557.0,75.0,19.0,76.0,52.0,9300.5,6373.39,1614.63,1281.99,19.58,313.06,16040.17,1712.68,10.7,390.89,2282.0
2013,新疆,1634.0,1628.0,13.0,1.0,4.0,2.0,3630.09,1867.21,825.69,708.25,13.89,103.55,9459.55,1722.16,18.2,363.02,2108.0
2013,江苏,6784.0,6164.0,101.0,43.0,392.0,228.0,39790.8,25331.58,7241.45,5248.9,171.7,1820.85,52574.17,9711.6,18.5,2975.51,3064.0
2013,江西,2080.0,1980.0,50.0,8.0,73.0,27.0,6307.85,3977.33,1174.58,931.48,15.43,227.66,11995.67,1790.26,14.9,386.26,2158.0
2013,河北,3283.0,3225.0,23.0,,33.0,25.0,15121.71,10074.32,3445.42,2867.96,75.28,502.17,29949.12,4437.02,14.8,1199.11,2703.0
2013,河南,5438.0,5318.0,91.0,19.0,78.0,42.0,19326.41,10066.25,3843.76,3132.97,57.26,653.52,35979.33,5965.87,16.6,1117.83,1874.0
2013,浙江,6114.0,5801.0,56.0,25.0,193.0,120.0,27683.59,19161.98,6216.25,3389.7,64.71,2761.84,37647.24,4692.34,12.5,1529.25,3259.0
2013,海南,1030.0,951.0,26.0,1.0,56.0,23.0,6752.14,3563.34,1196.76,895.94,14.68,286.14,6173.0,609.4,9.9,237.91,3904.0
2013,湖北,4267.0,4139.0,101.0,21.0,89.0,39.0,14461.31,9069.92,3286.02,2426.17,75.79,784.07,21865.81,3040.84,13.9,703.22,2313.0
2013,湖南,3739.0,3621.0,87.0,8.0,84.0,34.0,14209.82,8495.93,2628.32,2091.54,44.34,492.44,25400.09,4593.76,18.1,1157.16,2519.0
2013,甘肃,1399.0,1378.0,36.0,16.0,14.0,7.0,2981.44,1730.47,724.65,617.0,10.29,97.36,6848.4,915.56,13.4,208.2,2274.0
2013,福建,3187.0,2725.0,88.0,23.0,351.0,111.0,17341.99,12033.48,3702.97,2609.62,28.79,1064.57,26287.28,3369.76,12.8,815.57,2420.0
2013,西藏,29.0,29.0,,,,,46.6,28.31,9.68,9.27,0.03,0.37,57.7,18.09,31.4,6.16,3402.0
2013,贵州,2300.0,2261.0,30.0,4.0,30.0,9.0,9076.34,5298.96,1942.54,1501.43,23.56,417.55,17356.96,1764.78,10.2,356.49,2020.0
2013,辽宁,4082.0,3671.0,33.0,6.0,268.0,143.0,25890.13,17852.63,6450.75,5307.57,131.13,1012.05,41625.6,6151.97,14.8,1490.81,2423.0
